date,cum_EL_return_21_with_cost,cum_ES_return_21_with_cost,cum_ELS_return_21_with_cost,cum_VL_return_21_with_cost,cum_VS_return_21_with_cost,cum_VLS_return_21_with_cost,cum_EL_return_21_without_cost,cum_ES_return_21_without_cost,cum_ELS_return_21_without_cost,cum_VL_return_21_without_cost,cum_VS_return_21_without_cost,cum_VLS_return_21_without_cost
2023-02-02,-1.6819516396878982,-2.6979177874446876,-4.379869427132583,-1.5750874256504017,-2.424202383028759,-3.9992898086791526,0.10204836031209794,-0.9139177874446816,-0.8118694271325867,0.2089125743495971,-0.6402023830287574,-0.43128980867916217
2023-02-03,-1.705648873718437,-2.6995498284378754,-4.4051987021563095,-1.5963030622759278,-2.428152979991353,-4.024456042267272,0.07935112628155919,-0.9145498284378695,-0.8351987021563133,0.18869693772407103,-0.6431529799913511,-0.4544560422672819
2023-02-06,-1.7254525916043923,-2.68786206693125,-4.413314658535639,-1.6158916883264092,-2.4165304869796556,-4.032422175306056,0.060547408395603755,-0.901862066931244,-0.8413146585356434,0.1701083116735896,-0.630530486979654,-0.4604221753060662
2023-02-07,-1.707306011178679,-2.7107206136395474,-4.418026624818223,-1.604651616977093,-2.4328361762345634,-4.037487793211648,0.07969398882131712,-0.9237206136395418,-0.8440266248182278,0.18234838302290576,-0.6458361762345617,-0.46348779321165773
2023-02-08,-1.7220340354776238,-2.7059556028234875,-4.427989638301108,-1.61592199922491,-2.4262577270074277,-4.042179726232329,0.0659659645223725,-0.9179556028234819,-0.8519896383011124,0.17207800077508878,-0.638257727007426,-0.46617972623233905
2023-02-09,-1.7337797546714173,-2.7003329241608607,-4.434112678832275,-1.62609128187151,-2.421157436123281,-4.0472487179947825,0.055220245328578964,-0.911332924160855,-0.856112678832279,0.16290871812848876,-0.6321574361232793,-0.46924871799479245
2023-02-10,-1.7474206956590594,-2.7074465498165616,-4.454867245475618,-1.6344106971135823,-2.4285533479658836,-4.0629640450794575,0.04257930434093689,-0.9174465498165558,-0.8748672454756219,0.15558930288641662,-0.6385533479658819,-0.48296404507946716
2023-02-13,-1.735604047492973,-2.724920872245967,-4.460524919738937,-1.6166423829218024,-2.4437255354281016,-4.060367918349895,0.055395952507023345,-0.9339208722459613,-0.878524919738941,0.17435761707819653,-0.6527255354280999,-0.47836791834990516
2023-02-14,-1.741705810977946,-2.7201004424494863,-4.461806253427429,-1.6221446105015658,-2.4386720625168636,-4.0608166730184205,0.05029418902205047,-0.9281004424494808,-0.8778062534274333,0.16985538949843312,-0.6466720625168622,-0.47681667301843084
2023-02-15,-1.7371064346793366,-2.7262388947684886,-4.463345329447822,-1.6175133698067463,-2.439115278994906,-4.056628648801643,0.05589356532065986,-0.933238894768483,-0.8773453294478262,0.1754866301932525,-0.6461152789949045,-0.4706286488016538
2023-02-16,-1.7593840550415885,-2.713798071784358,-4.473182126825944,-1.6298877430787935,-2.4172496736891613,-4.047137416767946,0.03461594495840796,-0.9197980717843525,-0.8851821268259475,0.16411225692120535,-0.6232496736891597,-0.45913741676795616
2023-02-17,-1.764058882995932,-2.708224656359773,-4.472283539355703,-1.6346790535601003,-2.4093307189481092,-4.0440097725082005,0.030941117004064267,-0.9132246563597677,-0.8822835393557065,0.16032094643989853,-0.6143307189481075,-0.4540097725082108
2023-02-21,-1.79831364333767,-2.687268261749425,-4.485581905087093,-1.6661516453626806,-2.3834226079378853,-4.049574253300557,-0.002313643337673768,-0.8912682617494194,-0.8935819050870962,0.1298483546373183,-0.5874226079378836,-0.4575742533005671
2023-02-22,-1.8009750607875643,-2.683971593178128,-4.48494665396569,-1.666974400764466,-2.3799726410616606,-4.046947041826118,-0.0039750607875680384,-0.8869715931781226,-0.8909466539656936,0.1300255992355328,-0.582972641061659,-0.45294704182612805
2023-02-23,-1.7935556838612055,-2.6972051780816777,-4.490760861942881,-1.6645244740082241,-2.3950755727451463,-4.059600046753362,0.004444316138790822,-0.8992051780816723,-0.8947608619428845,0.13347552599177476,-0.5970755727451447,-0.4636000467533717
2023-02-24,-1.8067879092285584,-2.68694229379764,-4.493730203026197,-1.668896590131271,-2.3743324027512354,-4.043228992882498,-0.0077879092285621,-0.8879422937976348,-0.8957302030261999,0.13010340986872804,-0.5753324027512339,-0.4452289928825076
2023-02-27,-1.8078312242579724,-2.6917374249451633,-4.499568649203134,-1.6674536734094851,-2.3782144004635395,-4.045668073873016,-0.007831224257976017,-0.8917374249451577,-0.8995686492031368,0.13254632659051385,-0.5782144004635381,-0.44566807387302604
2023-02-28,-1.800164202346515,-2.6946004843526437,-4.494764686699157,-1.661427243511242,-2.3792885083278907,-4.040715751839125,0.0008357976534813273,-0.8936004843526382,-0.89276468669916,0.13957275648875692,-0.5782885083278895,-0.43871575183913436
